MySQL Shell 8.0.32

Copyright (c) 2016, 2023, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Please provide the password for 'root@localhost': *************
Save password for 'root@localhost'? [Y]es/[N]o/Ne[v]er (default No): N
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 10
Server version: 8.0.32 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > show databases;
+--------------------+
| Database           |
+--------------------+
| agencia            |
| ejemplo            |
| ejemplotdcs        |
| evaluacion_1       |
| information_schema |
| mysql              |
| ordenes_compra     |
| performance_schema |
| recursos_humanos   |
| sakila             |
| sys                |
| tarjetas_credito   |
| world              |
+--------------------+
13 rows in set (0.0018 sec)
 MySQL  localhost:3306 ssl  SQL > \use tarjetas_credito
Default schema set to `tarjetas_credito`.
Fetching global names, object names from `tarjetas_credito` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL >  show tables;
+----------------------------+
| Tables_in_tarjetas_credito |
+----------------------------+
| bancos                     |
| clientes                   |
| tarjetas                   |
+----------------------------+
3 rows in set (0.0026 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\clientes.csv'
                                                 -> INTO TABLE Clientes
                                                 -> FIELDS TERMINATED BY ','
                                                 -> ENCLOSED BY '"'
                                                 -> LINES TERMINATED BY '\r\n'
                                                 -> IGNORE 1 LINES
                                                 -> (nombre_cliente);
Query OK, 5000 rows affected (0.1332 sec)

Records: 5000  Deleted: 0  Skipped: 0  Warnings: 0
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM Clientes
                                                 -> ;
+------------+--------------------------+
| cliente_id | nombre_cliente           |
|       1182 | Denny Xiong              |
|       1183 | Denny Yamamoto           |
|       1184 | Denver Maldonado         |
|       1185 | Deon O Howe              |
|       1186 | Deon S Engel             |
|       1187 | Derek C Arnold           |
|       1188 | Derek E Bauer            |
|       1189 | Derek F Catron           |
|       1190 | Derek H Mckinney         |
|       1191 | Derek J Gonzales         |
|       1192 | Derek L Booth            |
|       1193 | Derek L Khan             |
|       1194 | Derek M Fry              |
|       1195 | Derek N Coffey           |
|       1196 | Derek V Curry            |
|       1197 | Derek W Gamble           |
|       1198 | Derek W Mullen           |
|       1199 | Derek X Richmond         |
|       1200 | Derick I Culver          |
|       1201 | Derick N Milburn         |
|       1202 | Derick X Peachey         |
|       1203 | Derrick Blackwell        |
|       1204 | Derrick D Burns          |
|       1205 | Derrick Hewitt           |
|       1206 | Derrick I Rivas          |
|       1207 | Derrick P Wolfe          |
|       1208 | Derrick Santana          |
|       1209 | Derrick U Todd           |
|       1210 | Derrick V May            |
|       1211 | Derrick V Ramsey         |
|       1212 | Derrick Y Merrill        |
|       1213 | Deshawn Dugger           |
|       1214 | Deshawn E Carrasco       |
|       1215 | Deshawn Stallworth       |
|       1216 | Desmond G Crespo         |
|       1217 | Devin Amaya              |
|       1218 | Devin F Bivens           |
|       1219 | Devin Vinson             |
|       1220 | Devora E Moe             |
|       1221 | Devorah Mcelroy          |
|       1222 | Dewayne D Hickman        |
|       1223 | Dewayne Goldsmith        |
|       1224 | Dewayne Y Jenson         |
|       1225 | Dewey F Mattos           |
|       1226 | Dewitt Fite              |
|       1227 | Dewitt L Porter          |
|       1228 | Dexter Y Linares         |
|       1229 | Diamond X Crouch         |
|       1230 | Diana A Robbins          |
|       1231 | Diana D Mcmillan         |
|       1232 | Diana D Meyer            |
|       1233 | Diana Espinoza           |
|       1234 | Diana K Figueroa         |
|       1235 | Diana Medina             |
|       1236 | Diana T Conner           |
|       1237 | Diane Bean               |
|       1238 | Diane Burke              |
|       1239 | Diane Dalton             |
|       1240 | Diane E Harrell          |
|       1241 | Diane F Berger           |
|       1242 | Diane I Hays             |
|       1243 | Diane L Holland          |
|       1244 | Diane Nolan              |
|       1245 | Diane O Best             |
|       1246 | Diane P Tanner           |
|       1247 | Diane Riddle             |
|       1248 | Diane V Bradley          |
|       1249 | Diego I Eskridge         |
|       1250 | Dillon X Laws            |
|       1251 | Dina H Coe               |
|       1252 | Dinah S Michael          |
|       1253 | Dino Denson              |
|       1254 | Dion Gilbreath           |
|       1255 | Dion M Miles             |
|       1256 | Dionna Collette          |
|       1257 | Dionne L Hume            |
|       1258 | Dionne W Tavares         |
|       1259 | Dirk Cross               |
|       1260 | Dirk Sellars             |
|       1261 | Dodie J Hutto            |
|       1262 | Dolores F Greer          |
|       1263 | Dolores I Huber          |
|       1264 | Dolores L Meyers         |
|       1265 | Dolores L Pierce         |
|       1266 | Dolores R Houston        |
|       1267 | Domenic D Mayberry       |
|       1268 | Dominga Christie         |
|       1269 | Domingo U Rees           |
|       1270 | Domingo X Drury          |
|       1271 | Dominique P Paquette     |
|       1272 | Dominique Pierce         |
|       1273 | Dominque I Osorio        |
|       1274 | Don J Calhoun            |
|       1275 | Don Levesque             |
|       1276 | Don Vaughn               |
|       1277 | Don X Shorter            |
|       1278 | Donald E Ball            |
|       1279 | Donald E Odonnell        |
|       1280 | Donald English           |
|       1281 | Donald French            |
|       1282 | Donald J Combs           |
|       1283 | Donald Q Maxwell         |
|       1284 | Donald R Chavez          |
|       1285 | Donald R Kane            |
|       1286 | Donald S Mccoy           |
|       1287 | Donald W Sharp           |
|       1288 | Donella L Mahoney        |
|       1289 | Donette Foley            |
|       1290 | Dong P Jeffrey           |
|       1291 | Dong T Serrano           |
|       1292 | Donita Hutcherson        |
|       1293 | Donna A Barlow           |
|       1294 | Donna D Nguyen           |
|       1295 | Donna Oconnor            |
|       1296 | Donna Osborne            |
|       1297 | Donna U Hayes            |
|       1298 | Donna X Landry           |
|       1299 | Donnetta V Richmond      |
|       1300 | Donnie B Stahl           |
|       1301 | Donnie V Covey           |
|       1302 | Donny E Conrad           |
|       1303 | Donny E Yocum            |
|       1304 | Donte F Baer             |
|       1305 | Dora Fraser              |
|       1306 | Dori Z Guyton            |
|       1307 | Dorian I Wingate         |
|       1308 | Dorian L Mclaurin        |
|       1309 | Dorinda E Sexton         |
|       1310 | Doris A Spencer          |
|       1311 | Doris Fuller             |
|       1312 | Doris H Dunn             |
|       1313 | Doris I Stephenson       |
|       1314 | Doris Long               |
|       1315 | Doris M Gillespie        |
|       1316 | Doris O Hurley           |
|       1317 | Doris P Ray              |
|       1318 | Doris Q Pennington       |
|       1319 | Doris S Frye             |
|       1320 | Doris X Terry            |
|       1321 | Doris Y Slater           |
|       1322 | Dorothy Burnett          |
|       1323 | Dorothy Irwin            |
|       1324 | Dorothy K Sutton         |
|       1325 | Dorothy L Richards       |
|       1326 | Dorothy M Fulton         |
|       1327 | Dorothy O Ewing          |
|       1328 | Dorothy Q Flores         |
|       1329 | Dorothy V Rocha          |
|       1330 | Dorothy X Savage         |
|       1331 | Dorsey R Earl            |
|       1332 | Dorsey Y Button          |
|       1333 | Dorthey Hiller           |
|       1334 | Douglas A Daugherty      |
|       1335 | Douglas A Estrada        |
|       1336 | Douglas B Zamora         |
|       1337 | Douglas G Cox            |
|       1338 | Douglas H Shaw           |
|       1339 | Douglas P Donaldson      |
|       1340 | Douglas P Nichols        |
|       1341 | Douglass Brower          |
|       1342 | Doyle P Coffey           |
|       1343 | Dreama H Slaughter       |
|       1344 | Drew Fort                |
|       1345 | Drusilla N Ivory         |
|       1346 | Dudley Bradley           |
|       1347 | Dudley Maher             |
|       1348 | Dung K Fountain          |
|       1349 | Dustin B Willis          |
|       1350 | Dustin G Stephens        |
|       1351 | Dustin I Duffy           |
|       1352 | Dustin R Barron          |
|       1353 | Dustin T Shelton         |
|       1354 | Dustin U Buckley         |
|       1355 | Dustin U Hood            |
|       1356 | Dusty Y Mauldin          |
|       1357 | Dwain A Hawes            |
|       1358 | Dwain U Doss             |
|       1359 | Dwayne Cotter            |
|       1360 | Dwight B Cordero         |
|       1361 | Dwight U Dube            |
|       1362 | Dylan Chastain           |
|       1363 | Dylan Y Tucker           |
|       1364 | Earl C Cook              |
|       1365 | Earl H Alexander         |
|       1366 | Earl P Hansen            |
|       1367 | Earl Q Hughes            |
|       1368 | Earl S Sharpe            |
|       1369 | Earl T Sager             |
|       1370 | Easter W Rubio           |
|       1371 | Ed U Hearn               |
|       1372 | Eda P Hancock            |
|       1373 | Edda Cambell             |
|       1374 | Eddie C Gardner          |
|       1375 | Eddie C Maxwell          |
|       1376 | Eddie G Weber            |
|       1377 | Eddie Q Rosa             |
|       1378 | Eddie S Holt             |
|       1379 | Eddie U Ortiz            |
|       1380 | Eddie W Shepard          |
|       1381 | Eddy Hidalgo             |
|       1382 | Eddy X Conover           |
|       1383 | Edelmira Baber           |
|       1384 | Edgardo Y Babb           |
|       1385 | Edison O Raymond         |
|       1386 | Edith B Riddle           |
|       1387 | Edith Newton             |
|       1388 | Edith O Lawson           |
|       1389 | Edith T Oliver           |
|       1390 | Edith T Simon            |
|       1391 | Edith U Dudley           |
|       1392 | Edmund A Ezell           |
|       1393 | Edmund Segura            |
|       1394 | Edmundo I Schmitt        |
|       1395 | Edna Castillo            |
|       1396 | Edna D Cash              |
|       1397 | Edna L Greene            |
|       1398 | Edna Park                |
|       1399 | Edra Farrow              |
|       1400 | Edward D Branch          |
|       1401 | Edward H Bradford        |
|       1402 | Edward J Hall            |
|       1403 | Edward J Mosley          |
|       1404 | Edward Little            |
|       1405 | Edward Z Hardman         |
|       1406 | Edwardo Blakely          |
|       1407 | Edwardo G Stein          |
|       1408 | Edwardo Q Nation         |
|       1409 | Edwin Boyle              |
|       1410 | Edwin D Ballard          |
|       1411 | Edwin G Mejia            |
|       1412 | Edwin Henson             |
|       1413 | Edwin I Calhoun          |
|       1414 | Edwin K Cortez           |
|       1415 | Edwin K Luna             |
|       1416 | Edwin M Carroll          |
|       1417 | Edwin M Thornton         |
|       1418 | Edwin Mack               |
|       1419 | Edwin O Becker           |
|       1420 | Edwin Q Aguirre          |
|       1421 | Edwin R Mckenzie         |
|       1422 | Edwin W Burch            |
|       1423 | Edythe T Novotny         |
|       1424 | Efren Q Chin             |
|       1425 | Eilene T Curtin          |
|       1426 | Eladia B Helm            |
|       1427 | Elaine E Lowery          |
|       1428 | Elaine G Chapman         |
|       1429 | Elaine I Franco          |
|       1430 | Elaine V Pugh            |
|       1431 | Elayne B Pitts           |
|       1432 | Elbert L Costello        |
|       1433 | Elden L Vogel            |
|       1434 | Elden Shin               |
|       1435 | Eldridge Armstead        |
|       1436 | Eleanor B Brennan        |
|       1437 | Eleanor Carson           |
|       1438 | Eleanor G Wade           |
|       1439 | Eleanor K Pena           |
|       1440 | Eleanor N Seals          |
|       1441 | Eleanor P Bradshaw       |
|       1442 | Eleanor Robbins          |
|       1443 | Eleanor U Wooten         |
|       1444 | Eleanore F Mccoy         |
|       1445 | Elena Henson             |
|       1446 | Eleni Mccallum           |
|       1447 | Eleni N Guajardo         |
|       1448 | Elenora T Whittle        |
|       1449 | Elfrieda L Mansfield     |
|       1450 | Elfriede Hammer          |
|       1451 | Elias E Otto             |
|       1452 | Elias M Dye              |
|       1453 | Elinor Irwin             |
|       1454 | Elisa A Brown            |
|       1455 | Elisa Woodcock           |
|       1456 | Elise Q Atwell           |
|       1457 | Eliseo U Lightner        |
|       1458 | Elisha F Burgos          |
|       1459 | Elisha Garay             |
|       1460 | Elizabeth M Payne        |
|       1461 | Elizabeth N Carson       |
|       1462 | Elizabeth Prince         |
|       1463 | Elizabeth U Acevedo      |
|       1464 | Elizabeth Y Whitney      |
|       1465 | Elizebeth Y Darby        |
|       1466 | Ellamae Leboeuf          |
|       1467 | Ellen A Chambers         |
|       1468 | Ellen A Merritt          |
|       1469 | Ellen G Levy             |
|       1470 | Ellen P Clements         |
|       1471 | Ellen R Lindsey          |
|       1472 | Ellen R Whitley          |
|       1473 | Ellena A Prather         |
|       1474 | Ellena Burroughs         |
|       1475 | Ellis I Bueno            |
|       1476 | Ellsworth E Malone       |
|       1477 | Ellsworth S Billings     |
|       1478 | Ellyn O Meehan           |
|       1479 | Elmer Y Dunning          |
|       1480 | Elroy X Roe              |
|       1481 | Elsa B Egan              |
|       1482 | Elsie A Harding          |
|       1483 | Elsie J Moses            |
|       1484 | Elsie K Dyer             |
|       1485 | Elsie Neal               |
|       1486 | Elsie O Rojas            |
|       1487 | Elsie R Cantu            |
|       1488 | Elsie S Bryan            |
|       1489 | Elsie Y Gilliam          |
|       1490 | Elvia Fain               |
|       1491 | Elvis Smalls             |
|       1492 | Elwanda B Pitman         |
|       1493 | Elwood Power             |
|       1494 | Ema Borges               |
|       1495 | Emanuel Broyles          |
|       1496 | Emery G Heffner          |
|       1497 | Emil F Pennington        |
|       1498 | Emilio V Schweitzer      |
|       1499 | Emily L Watson           |
|       1500 | Emily N Garner           |
|       1501 | Emma D Rodriguez         |
|       1502 | Emma J Alvarez           |
|       1503 | Emmanuel Menard          |
|       1504 | Emmett White             |
|       1505 | Emmie Q Browning         |
|       1506 | Emogene N Greer          |
|       1507 | Ena R Desjardins         |
|       1508 | Enda T Shipley           |
|       1509 | Enda V Baxley            |
|       1510 | Enda Z Snyder            |
|       1511 | Enoch Z Hendrix          |
|       1512 | Enrique G Salas          |
|       1513 | Enrique V Slone          |
|       1514 | Epifania I Liu           |
|       1515 | Eric Brewer              |
|       1516 | Eric D Oneil             |
|       1517 | Eric F Bentley           |
|       1518 | Eric Gaines              |
|       1519 | Eric S Baer              |
|       1520 | Eric Sullivan            |
|       1521 | Erica A James            |
|       1522 | Erica Chapman            |
|       1523 | Erica E Sexton           |
|       1524 | Erica I Schneider        |
|       1525 | Erica Mcguire            |
|       1526 | Erica N Morris           |
|       1527 | Erica O Ray              |
|       1528 | Erica Z Gaines           |
|       1529 | Erich B Kimball          |
|       1530 | Erich Y Cobb             |
|       1531 | Erick Y Foy              |
|       1532 | Erika Havens             |
|       1533 | Erin C Frazier           |
|       1534 | Erin C Underwood         |
|       1535 | Erin G Collins           |
|       1536 | Erin Jordan              |
|       1537 | Erin Maddox              |
|       1538 | Erin Q Waters            |
|       1539 | Erin Weiss               |
|       1540 | Erlinda Villarreal       |
|       1541 | Erlinda Zapata           |
|       1542 | Erna B Nielson           |
|       1543 | Ernest G Hayden          |
|       1544 | Ernest P Rodriquez       |
|       1545 | Ernest Potter            |
|       1546 | Ernest Staples           |
|       1547 | Ernest W Pena            |
|       1548 | Ernest Ware              |
|       1549 | Ernest Webb              |
|       1550 | Ernest Y George          |
|       1551 | Ernestine P Trudeau      |
|       1552 | Ernesto G Osgood         |
|       1553 | Ernie Kolb               |
|       1554 | Errol F Milliken         |
|       1555 | Ervin Y Dabney           |
|       1556 | Esperanza A Holguin      |
|       1557 | Esperanza G Stowe        |
|       1558 | Essie Z Spicer           |
|       1559 | Esther A Reyes           |
|       1560 | Esther Erickson          |
|       1561 | Esther F Bender          |
|       1562 | Esther G Mathews         |
|       1563 | Esther Glenn             |
|       1564 | Esther R Welch           |
|       1565 | Esther Rivera            |
|       1566 | Esther T Mathews         |
|       1567 | Estrella P Coppola       |
|       1568 | Ethel Alexander          |
|       1569 | Ethel M Marks            |
|       1570 | Ethel Maxwell            |
|       1571 | Ethel R Howell           |
|       1572 | Ethel S Blair            |
|       1573 | Ethel U Huber            |
|       1574 | Ethel Z Wheeler          |
|       1575 | Etsuko Finn              |
|       1576 | Eugene C Wilkerson       |
|       1577 | Eugene E Wheeler         |
|       1578 | Eugene H Mason           |
|       1579 | Eugene H Steele          |
|       1580 | Eugene Hindman           |
|       1581 | Eugene M Mercer          |
|       1582 | Eugene Rivas             |
|       1583 | Eugene W Peters          |
|       1584 | Eulalia H Blanton        |
|       1585 | Eulalia Q Lancaster      |
|       1586 | Eusebio D Easley         |
|       1587 | Eva B Dillon             |
|       1588 | Eva Jefferson            |
|       1589 | Eva S Waller             |
|       1590 | Eva Sears                |
|       1591 | Eva X Mcdaniel           |
|       1592 | Evan M Everson           |
|       1593 | Evangeline A Lombardi    |
|       1594 | Evelyn K Morris          |
|       1595 | Evelyn Ligon             |
|       1596 | Evelyn M Burgess         |
|       1597 | Evelyn M Griffith        |
|       1598 | Evelyn P Lawrence        |
|       1599 | Evelyn U Gay             |
|       1600 | Evelyn V Morales         |
|       1601 | Evelyne B Levine         |
|       1602 | Evie Rosas               |
|       1603 | Evita Montoya            |
|       1604 | Evon G Roby              |
|       1605 | Evonne F Haas            |
|       1606 | Exie E Huggins           |
|       1607 | Exie E Olsen             |
|       1608 | Ezekiel Conyers          |
|       1609 | Ezekiel E Middleton      |
|       1610 | Ezekiel P Knight         |
|       1611 | Ezequiel H Babcock       |
|       1612 | Ezequiel Simms           |
|       1613 | Fabian Q Frasier         |
|       1614 | Fabian V Flanigan        |
|       1615 | Fabiola P Majors         |
|       1616 | Fannie X Wynn            |
|       1617 | Fatimah Kelly            |
|       1618 | Faustino Kitchens        |
|       1619 | Faviola Elliott          |
|       1620 | Fawn K Mcclellan         |
|       1621 | Fawn Ogden               |
|       1622 | Fay D Wolcott            |
|       1623 | Faye Q Luckett           |
|       1624 | Felipe L Fulcher         |
|       1625 | Felisha Richmond         |
|       1626 | Felix Beaulieu           |
|       1627 | Felton U Belanger        |
|       1628 | Ferdinand Luttrell       |
|       1629 | Fern Nagel               |
|       1630 | Fidel Medlock            |
|       1631 | Fidel W Ivey             |
|       1632 | Fidela Q Mayhew          |
|       1633 | Fidela Y Tong            |
|       1634 | Filiberto I Ames         |
|       1635 | Filiberto T Cabral       |
|       1636 | Fiona G Seay             |
|       1637 | Flavia D Lachance        |
|       1638 | Flora G Wilde            |
|       1639 | Flora N Quinones         |
|       1640 | Florence B Williams      |
|       1641 | Florence Blake           |
|       1642 | Florence Kirkland        |
|       1643 | Florence R Marshall      |
|       1644 | Florence V Kennedy       |
|       1645 | Florentino S Lovejoy     |
|       1646 | Floyd I Garner           |
|       1647 | Floyd K Ochoa            |
|       1648 | Floyd N Levine           |
|       1649 | Floyd O Wells            |
|       1650 | Floyd Pena               |
|       1651 | Floyd Spears             |
|       1652 | Floyd U Lambert          |
|       1653 | Floyd X Hoover           |
|       1654 | Floyd X Landry           |
|       1655 | Floyd X Schultz          |
|       1656 | Forest V Woodward        |
|       1657 | Forrest C Leake          |
|       1658 | Foster Bullard           |
|       1659 | Foster J Urban           |
|       1660 | Fran Malone              |
|       1661 | Frances Baldwin          |
|       1662 | Frances Bridges          |
|       1663 | Frances Gomez            |
|       1664 | Frances H Freeman        |
|       1665 | Frances J Gould          |
|       1666 | Frances M Kong           |
|       1667 | Frances Nolan            |
|       1668 | Frances P Huff           |
|       1669 | Frances P Youngblood     |
|       1670 | Frances Salinas          |
|       1671 | Frances W Duran          |
|       1672 | Frances Weber            |
|       1673 | Francesco J Slaton       |
|       1674 | Francesco O Felder       |
|       1675 | Francie Pringle          |
|       1676 | Francine Z Legg          |
|       1677 | Francis Eaton            |
|       1678 | Francis Finley           |
|       1679 | Francis G Pennington     |
|       1680 | Francisca K Rose         |
|       1681 | Francisco A Cobb         |
|       1682 | Francisco J Wright       |
|       1683 | Francisco Lynch          |
|       1684 | Frank B Donaldson        |
|       1685 | Frank Bowman             |
|       1686 | Frank Brown              |
|       1687 | Frank E Holcomb          |
|       1688 | Frank G Farmer           |
|       1689 | Frank H Vaughan          |
|       1690 | Frank I Castro           |
|       1691 | Frank Lockwood           |
|       1692 | Frank M Sykes            |
|       1693 | Frank T Vasquez          |
|       1694 | Frankie E Lemus          |
|       1695 | Frankie I Lyon           |
|       1696 | Frankie Rendon           |
|       1697 | Frankie Rountree         |
|       1698 | Franklyn H Petrie        |
|       1699 | Franklyn Keener          |
|       1700 | Franklyn Q Weir          |
|       1701 | Fransisca Gough          |
|       1702 | Fred Dillon              |
|       1703 | Fred F Ledesma           |
|       1704 | Fred O Riley             |
|       1705 | Fred P Caldwell          |
|       1706 | Fred Q Lamb              |
|       1707 | Fred W Lindsay           |
|       1708 | Fred Yang                |
|       1709 | Freddie A Michaels       |
|       1710 | Freddy Khan              |
|       1711 | Freddy Skinner           |
|       1712 | Frederic N London        |
|       1713 | Frederica O Gist         |
|       1714 | Frederick Dennis         |
|       1715 | Frederick F Bryant       |
|       1716 | Frederick Hester         |
|       1717 | Frederick O Medina       |
|       1718 | Frederick Z Richardson   |
|       1719 | Fredia D Reynolds        |
|       1720 | Fredia Keck              |
|       1721 | Fredric I Whitfield      |
|       1722 | Fredric Massie           |
|       1723 | Fredric Sales            |
|       1724 | Fredrick O Sheppard      |
|       1725 | Freeman E Mcgregor       |
|       1726 | Freeman N Calabrese      |
|       1727 | Fritz Y Cutler           |
|       1728 | Gabriel J Upchurch       |
|       1729 | Gabriel Klinger          |
|       1730 | Gabriel U Alston         |
|       1731 | Gabriela Montemayor      |
|       1732 | Gabriele Hawes           |
|       1733 | Gail F Eubanks           |
|       1734 | Gail M Boyer             |
|       1735 | Gail Melton              |
|       1736 | Gail O Haynes            |
|       1737 | Gail O Humphrey          |
|       1738 | Gail Ruth                |
|       1739 | Gail Y Hardy             |
|       1740 | Gale Q Mahaffey          |
|       1741 | Garland King             |
|       1742 | Gary V Vanhorn           |
|       1743 | Gary X Bird              |
|       1744 | Gary X Parrish           |
|       1745 | Gaston F Qualls          |
|       1746 | Gaston Z Gillum          |
|       1747 | Gay D Bard               |
|       1748 | Gayla V Mcgraw           |
|       1749 | Gayle R Schultz          |
|       1750 | Gayle W Padgett          |
|       1751 | Gene Mcghee              |
|       1752 | Genevive A Stoner        |
|       1753 | Genia R Meador           |
|       1754 | Gennie E Brantley        |
|       1755 | Gennie R Kemper          |
|       1756 | Gennie Winfield          |
|       1757 | Genoveva Ness            |
|       1758 | Genoveva X Thurman       |
|       1759 | Geoffrey Ahmad           |
|       1760 | Georgann E Egan          |
|       1761 | George A Newton          |
|       1762 | George D Stevenson       |
|       1763 | George Hodge             |
|       1764 | George Joyce             |
|       1765 | George O Leblanc         |
|       1766 | George R Rush            |
|       1767 | George Reynolds          |
|       1768 | George S Klein           |
|       1769 | Georgeanna C Keck        |
|       1770 | Georgene L Toscano       |
|       1771 | Georgetta S Dawkins      |
|       1772 | Georgine H Fiore         |
|       1773 | Gerald B Durham          |
|       1774 | Gerald Bauer             |
|       1775 | Gerald F Dillon          |
|       1776 | Gerald H Morton          |
|       1777 | Gerald L Gonzales        |
|       1778 | Gerald N Sherman         |
|       1779 | Gerald W Barron          |
|       1780 | Geraldine A Hall         |
|       1781 | Geraldine Curry          |
|       1782 | Geraldine F Reyes        |
|       1783 | Geraldine Gomez          |
|       1784 | Geraldine Hebert         |
|       1785 | Geraldine Horn           |
|       1786 | Geraldine Phelps         |
|       1787 | Geraldine Ramirez        |
|       1788 | Geraldine U Meadows      |
|       1789 | Geraldine Y Foreman      |
|       1790 | Geralyn A Ferraro        |
|       1791 | Geralyn M Worley         |
|       1792 | Gerard I Mueller         |
|       1793 | Gerda Pleasant           |
|       1794 | Germaine Geary           |
|       1795 | Gerry P Bruno            |
|       1796 | Gerry Slaughter          |
|       1797 | Gerry Y Mayers           |
|       1798 | Gia Mackie               |
|       1799 | Gil E Karr               |
|       1800 | Gilbert Chapman          |
|       1801 | Gilbert E Huff           |
|       1802 | Gilbert Q Mcguire        |
|       1803 | Gilbert Reyes            |
|       1804 | Gilbert W Roger          |
|       1805 | Gilberte A Sparrow       |
|       1806 | Giovanna T Nixon         |
|       1807 | Giovanni F Jaeger        |
|       1808 | Giovanni Lockett         |
|       1809 | Giselle Loya             |
|       1810 | Giuseppina J Banda       |
|       1811 | Gladys Alston            |
|       1812 | Gladys E Guzman          |
|       1813 | Gladys N Silva           |
|       1814 | Gladys W Thompson        |
|       1815 | Gladys Wolfe             |
|       1816 | Glen Bernard             |
|       1817 | Glen Carey               |
|       1818 | Glen Cunningham          |
|       1819 | Glen G Craft             |
|       1820 | Glen Goff                |
|       1821 | Glen Mathews             |
|       1822 | Glen O Bender            |
|       1823 | Glen S Mccarty           |
|       1824 | Glen Santiago            |
|       1825 | Glen U Holloway          |
|       1826 | Glen Walton              |
|       1827 | Glen X Mullen            |
|       1828 | Glenn F Labbe            |
|       1829 | Glenn M Abbott           |
|       1830 | Glenn N Cooley           |
|       1831 | Glenn P Knight           |
|       1832 | Glenn Q Shaffer          |
|       1833 | Glenn R Halcomb          |
|       1834 | Glenn Stephenson         |
|       1835 | Glenn U Pope             |
|       1836 | Glenn Villarreal         |
|       1837 | Glenn Wagner             |
|       1838 | Gloria A Callahan        |
|       1839 | Gloria D Huber           |
|       1840 | Gloria K Beasley         |
|       1841 | Gloria M Nunez           |
|       1842 | Glory A Simonson         |
|       1843 | Glynis S Braun           |
|       1844 | Gonzalo E Murray         |
|       1845 | Gonzalo H Shah           |
|       1846 | Gordon Byers             |
|       1847 | Gordon E Hill            |
|       1848 | Gordon I Hooper          |
|       1849 | Gordon T Neal            |
|       1850 | Gordon V Edwards         |
|       1851 | Grace Barlow             |
|       1852 | Grace G Wyatt            |
|       1853 | Grace J Rosa             |
|       1854 | Grace P Hodges           |
|       1855 | Grace P Pate             |
|       1856 | Grace Q Kaufman          |
|       1857 | Grace Q Morin            |
|       1858 | Grace Santos             |
|       1859 | Grace U Warner           |
|       1860 | Grace X Bailey           |
|       1861 | Grace Z Booth            |
|       1862 | Grace Z Guzman           |
|       1863 | Grace Z Morin            |
|       1864 | Grace Z Robertson        |
|       1865 | Graham Redding           |
|       1866 | Grant O Rapp             |
|       1867 | Grant X Leigh            |
|       1868 | Greg A Shepherd          |
|       1869 | Greg D Mcpherson         |
|       1870 | Greg E Richards          |
|       1871 | Greg F Christensen       |
|       1872 | Greg S Herrera           |
|       1873 | Greg U Livingston        |
|       1874 | Greg V Hogan             |
|       1875 | Greg W Wright            |
|       1876 | Greg Z Salazar           |
|       1877 | Gregg Starnes            |
|       1878 | Gregorio P Wyman         |
|       1879 | Gregory C Osborn         |
|       1880 | Gregory Flowers          |
|       1881 | Gregory K Cantu          |
|       1882 | Gregory R Chastain       |
|       1883 | Gregory S Conrad         |
|       1884 | Gretchen S Bertram       |
|       1885 | Guadalupe Vincent        |
|       1886 | Gudrun W Curley          |
|       1887 | Guillermina X Carpenter  |
|       1888 | Gus Joiner               |
|       1889 | Gus R Cheatham           |
|       1890 | Gustavo Tracey           |
|       1891 | Gwen E Ledbetter         |
|       1892 | Hai C Dietz              |
|       1893 | Hai R Brewer             |
|       1894 | Hal Dietz                |
|       1895 | Hana G Cassidy           |
|       1896 | Hank Valadez             |
|       1897 | Hans A Estep             |
|       1898 | Hans E Kraus             |
|       1899 | Hans G Fultz             |
|       1900 | Harlan Collazo           |
|       1901 | Harlan H Elkins          |
|       1902 | Harold B Wilson          |
|       1903 | Harold D Burgess         |
|       1904 | Harold E Munoz           |
|       1905 | Harold E Navarro         |
|       1906 | Harold R Langley         |
|       1907 | Harold Y Maldonado       |
|       1908 | Harriett Grace           |
|       1909 | Harriette Bryan          |
|       1910 | Harry Cook               |
|       1911 | Harry N Terrell          |
|       1912 | Harry P Obrien           |
|       1913 | Harry Q Beasley          |
|       1914 | Harry T Bowman           |
|       1915 | Harry U Palmer           |
|       1916 | Harry Villarreal         |
|       1917 | Harry Y Aguilar          |
|       1918 | Harvey B Skidmore        |
|       1919 | Hassan Groves            |
|       1920 | Hassan Q Barr            |
|       1921 | Hassie R Boyles          |
|       1922 | Hayden X Mosley          |
|       1923 | Haywood Stanley          |
|       1924 | Hazel H Blair            |
|       1925 | Hazel T Velez            |
